Currency,Units per HKD,HKD per unit,Date
PHP,6.597047946,0.151582952,2022-02-20
PLN,0.512431934,1.951478693,2022-02-20
PEN,0.477350221,2.094897953,2022-02-20
USD,0.128175956,7.801775214,2022-02-21
EUR,0.112968679,8.852011095,2022-02-21
GBP,0.094168176,10.61929886,2022-02-21
INR,9.547564682,0.104738751,2022-02-21
AUD,0.177718558,5.626874363,2022-02-21
CAD,0.163332945,6.122463537,2022-02-21
SGD,0.172481121,5.797735984,2022-02-21
CHF,0.117302269,8.524984302,2022-02-21
MXN,2.601429642,0.384404015,2022-02-21
PHP,6.583429392,0.151896518,2022-02-21
PLN,0.511725003,1.954174596,2022-02-21
PEN,0.480038244,2.083167357,2022-02-21
USD,0.128173108,7.801948614,2022-02-22
EUR,0.112986384,8.850623947,2022-02-22
GBP,0.094274579,10.60731337,2022-02-22
INR,9.572980417,0.104460675,2022-02-22
AUD,0.17741089,5.636632564,2022-02-22
CAD,0.163269194,6.124854145,2022-02-22
SGD,0.172397758,5.800539482,2022-02-22
CHF,0.117996428,8.474832811,2022-02-22
MXN,2.599634792,0.384669417,2022-02-22
PHP,6.577078597,0.152043188,2022-02-22
PLN,0.514059796,1.945298984,2022-02-22
PEN,0.478716856,2.088917463,2022-02-22
USD,0.128114606,7.805511289,2022-02-23
EUR,0.113208694,8.833243879,2022-02-23
GBP,0.094517134,10.58009225,2022-02-23
INR,9.558966981,0.104613815,2022-02-23
AUD,0.176813492,5.655676999,2022-02-23
CAD,0.162933907,6.137457924,2022-02-23
SGD,0.172374535,5.801320946,2022-02-23
CHF,0.11758378,8.504574362,2022-02-23
MXN,2.593981517,0.385507758,2022-02-23
PHP,6.547508208,0.152729858,2022-02-23
PLN,0.518083481,1.930190861,2022-02-23
PEN,0.477699023,2.093368318,2022-02-23
USD,0.128070305,7.808211255,2022-02-24
EUR,0.11487238,8.705312801,2022-02-24
GBP,0.095934257,10.42380517,2022-02-24
INR,9.690637172,0.103192389,2022-02-24
AUD,0.179669944,5.565761195,2022-02-24
CAD,0.164518956,6.078326928,2022-02-24
SGD,0.173955849,5.748585092,2022-02-24
CHF,0.118681676,8.425900535,2022-02-24
MXN,2.644793637,0.378101333,2022-02-24
PHP,6.591858919,0.151702276,2022-02-24
PLN,0.539443056,1.853763782,2022-02-24
PEN,0.481186825,2.078194889,2022-02-24
USD,0.128058308,7.808942758,2022-02-25
EUR,0.113743885,8.79168142,2022-02-25
GBP,0.095555636,10.46510748,2022-02-25
INR,9.61647723,0.103988184,2022-02-25
AUD,0.177459032,5.635103423,2022-02-25
CAD,0.163199217,6.12748037,2022-02-25
SGD,0.173333142,5.769237144,2022-02-25
CHF,0.118764556,8.420020565,2022-02-25
MXN,2.614261968,0.382517136,2022-02-25
PHP,6.567052011,0.152275328,2022-02-25
PLN,0.528513867,1.892097941,2022-02-25
PEN,0.482342117,2.073217255,2022-02-25
USD,0.128064725,7.808551482,2022-02-26
EUR,0.113633733,8.800203758,2022-02-26
GBP,0.095493998,10.47186232,2022-02-26
INR,9.616852758,0.103984123,2022-02-26
AUD,0.177233938,5.642260243,2022-02-26
CAD,0.162844398,6.140831429,2022-02-26
SGD,0.173356667,5.768454241,2022-02-26
CHF,0.118552444,8.435085494,2022-02-26
MXN,2.606380415,0.383673847,2022-02-26
PHP,6.573748602,0.152120207,2022-02-26
PLN,0.526454058,1.899500982,2022-02-26
PEN,0.486456049,2.055684171,2022-02-26
USD,0.128061078,7.808773892,2022-02-27
EUR,0.113630798,8.800431034,2022-02-27
GBP,0.095504119,10.47075257,2022-02-27
INR,9.618609944,0.103965127,2022-02-27
AUD,0.177639131,5.62939028,2022-02-27
CAD,0.162956876,6.136592853,2022-02-27
SGD,0.173355069,5.76850741,2022-02-27
CHF,0.11853278,8.436484796,2022-02-27
MXN,2.605993722,0.383730779,2022-02-27
PHP,6.573874155,0.152117302,2022-02-27
PLN,0.525909464,1.901467969,2022-02-27
PEN,0.486533196,2.055358214,2022-02-27
USD,0.128,7.814,2022-02-28
EUR,0.114,8.769,2022-02-28
GBP,0.095,10.485,2022-02-28
INR,9.66,0.104,2022-02-28
AUD,0.176,5.673,2022-02-28
CAD,0.162,6.171,2022-02-28
SGD,0.173,5.766,2022-02-28
CHF,0.117,8.512,2022-02-28
MXN,2.612,0.383,2022-02-28
PHP,6.562,0.152,2022-02-28
PLN,0.535,1.87,2022-02-28
PEN,0.486,2.058,2022-02-28
USD,0.127924554,7.817107589,2022-03-01
EUR,0.115225671,8.678621606,2022-03-01
GBP,0.096054418,10.41076529,2022-03-01
INR,9.704183411,0.103048341,2022-03-01
AUD,0.176535124,5.664595117,2022-03-01
CAD,0.162585411,6.150613346,2022-03-01
SGD,0.173752498,5.75531293,2022-03-01
CHF,0.117588973,8.504198787,2022-03-01
MXN,2.633183966,0.379768377,2022-03-01
PHP,6.570929586,0.152185469,2022-03-01
PLN,0.546805677,1.828803252,2022-03-01
PEN,0.483762676,2.067129298,2022-03-01
USD,0.127990923,7.813054072,2022-03-02
EUR,0.115233335,8.678044458,2022-03-02
GBP,0.095752045,10.44364119,2022-03-02
INR,9.67654252,0.103342697,2022-03-02
AUD,0.175759477,5.689593626,2022-03-02
CAD,0.162016158,6.172223898,2022-03-02
SGD,0.173535081,5.762523589,2022-03-02
CHF,0.117956954,8.477668888,2022-03-02
MXN,2.641237267,0.378610439,2022-03-02
PHP,6.592180516,0.151694875,2022-03-02
PLN,0.54623345,1.83071908,2022-03-02
PEN,0.483168246,2.069672433,2022-03-02
USD,0.127954069,7.815304416,2022-03-03
EUR,0.115739367,8.640102568,2022-03-03
GBP,0.096049918,10.41125307,2022-03-03
INR,9.719433975,0.10288665,2022-03-03
AUD,0.174903621,5.717434514,2022-03-03
CAD,0.162178779,6.166034827,2022-03-03
SGD,0.17376934,5.754755114,2022-03-03
CHF,0.117787213,8.489885875,2022-03-03
MXN,2.651128755,0.377197825,2022-03-03
PHP,6.610434419,0.151275988,2022-03-03
PLN,0.556235372,1.797800086,2022-03-03
PEN,0.475418186,2.103411331,2022-03-03
USD,0.127981801,7.813610935,2022-03-04
EUR,0.117292123,8.52572172,2022-03-04
GBP,0.09686768,10.32336074,2022-03-04
INR,9.783716255,0.10221065,2022-03-04
AUD,0.173889936,5.750764082,2022-03-04
CAD,0.163340398,6.122184168,2022-03-04
SGD,0.174181408,5.741140871,2022-03-04
CHF,0.117532833,8.508260843,2022-03-04
MXN,2.679275566,0.373235218,2022-03-04
PHP,6.661713923,0.15011152,2022-03-04
PLN,0.568853942,1.75792049,2022-03-04
PEN,0.481789881,2.075593612,2022-03-04
USD,0.127971711,7.814226996,2022-03-05
EUR,0.117057924,8.542779214,2022-03-05
GBP,0.096702343,10.34101105,2022-03-05
INR,9.778598761,0.102264141,2022-03-05
AUD,0.173557418,5.761781973,2022-03-05
CAD,0.162888368,6.139173794,2022-03-05
SGD,0.174105471,5.743644889,2022-03-05
CHF,0.117317516,8.52387638,2022-03-05
MXN,2.681700659,0.372897697,2022-03-05
PHP,6.622631235,0.150997385,2022-03-05
PLN,0.573236716,1.744480025,2022-03-05
PEN,0.480291021,2.082070986,2022-03-05
USD,0.127970863,7.814278816,2022-03-06
EUR,0.117021565,8.545433457,2022-03-06
GBP,0.096739615,10.33702686,2022-03-06
INR,9.780140888,0.102248016,2022-03-06
AUD,0.17369235,5.757305952,2022-03-06
CAD,0.163027216,6.133945139,2022-03-06
SGD,0.174076444,5.744602632,2022-03-06
CHF,0.1172798,8.526617523,2022-03-06
MXN,2.681088847,0.372982791,2022-03-06
PHP,6.621083815,0.151032675,2022-03-06
PLN,0.573691575,1.74309689,2022-03-06
PEN,0.480336924,2.081872014,2022-03-06
USD,0.127919617,7.817409278,2022-03-07
EUR,0.117790867,8.489622579,2022-03-07
GBP,0.097567699,10.24929367,2022-03-07
INR,9.840708255,0.101618702,2022-03-07
AUD,0.174722239,5.72336989,2022-03-07
CAD,0.163416233,6.119343106,2022-03-07
SGD,0.174196005,5.740659787,2022-03-07
CHF,0.118567917,8.433984739,2022-03-07
MXN,2.716819328,0.368077476,2022-03-07
PHP,6.685858778,0.149569417,2022-03-07
PLN,0.588198945,1.700105055,2022-03-07
PEN,0.479767047,2.084344904,2022-03-07
USD,0.127884518,7.819554849,2022-03-08
EUR,0.117530461,8.508432569,2022-03-08
GBP,0.097617955,10.24401709,2022-03-08
INR,9.856517158,0.101455715,2022-03-08
AUD,0.176109601,5.678282137,2022-03-08
CAD,0.164879665,6.0650293,2022-03-08
SGD,0.174631965,5.726328502,2022-03-08
CHF,0.118947625,8.407061535,2022-03-08
MXN,2.73650966,0.365429004,2022-03-08
PHP,6.685130504,0.149585711,2022-03-08
PLN,0.579963928,1.724245166,2022-03-08
PEN,0.476762284,2.097481353,2022-03-08
USD,0.127876827,7.820025146,2022-03-09
EUR,0.115531452,8.655651617,2022-03-09
GBP,0.097161103,10.2921845,2022-03-09
INR,9.764227732,0.102414654,2022-03-09
AUD,0.174652984,5.72563935,2022-03-09
CAD,0.163851017,6.103105249,2022-03-09
SGD,0.173596986,5.76046869,2022-03-09
CHF,0.118472923,8.440747234,2022-03-09
MXN,2.679750985,0.373169002,2022-03-09
PHP,6.65161128,0.150339513,2022-03-09
PLN,0.551177091,1.814298918,2022-03-09
PEN,0.475423694,2.103386964,2022-03-09
USD,0.127842485,7.82212578,2022-03-10
EUR,0.116167872,8.608232067,2022-03-10
GBP,0.09751342,10.25499873,2022-03-10
INR,9.768409806,0.102370808,2022-03-10
AUD,0.173627995,5.759439893,2022-03-10
CAD,0.163286343,6.124210882,2022-03-10
SGD,0.173678177,5.757775777,2022-03-10
CHF,0.118849984,8.41396832,2022-03-10
MXN,2.682656704,0.372764804,2022-03-10
PHP,6.673944436,0.149836429,2022-03-10
PLN,0.556172033,1.798004826,2022-03-10
PEN,0.476242243,2.099771732,2022-03-10
USD,0.127739851,7.82841059,2022-03-11
EUR,0.116771294,8.563748581,2022-03-11
GBP,0.097792854,10.22569607,2022-03-11
INR,9.78610143,0.102185738,2022-03-11
AUD,0.174829508,5.719858236,2022-03-11
CAD,0.162527264,6.15281384,2022-03-11
SGD,0.173964177,5.748309889,2022-03-11
CHF,0.119199121,8.389323618,2022-03-11
MXN,2.67884819,0.373294763,2022-03-11
PHP,6.689473038,0.149488606,2022-03-11
PLN,0.558715157,1.789820784,2022-03-11
PEN,0.471087367,2.122748495,2022-03-11
USD,0.127724712,7.829338471,2022-03-12
EUR,0.11705623,8.542902826,2022-03-12
GBP,0.097962136,10.20802568,2022-03-12
INR,9.794216422,0.102101072,2022-03-12
AUD,0.175240745,5.706435456,2022-03-12
CAD,0.162946572,6.136980888,2022-03-12
SGD,0.173205662,5.773483302,2022-03-12
CHF,0.119524928,8.366455574,2022-03-12
MXN,2.671948159,0.374258758,2022-03-12
PHP,6.680891289,0.149680627,2022-03-12
PLN,0.560077742,1.785466419,2022-03-12
PEN,0.472768621,2.115199606,2022-03-12
USD,0.127724962,7.829323125,2022-03-13
EUR,0.116976237,8.54874484,2022-03-13
GBP,0.097960218,10.2082255,2022-03-13
INR,9.794115259,0.102102127,2022-03-13
AUD,0.175039488,5.712996602,2022-03-13
CAD,0.162802235,6.142421811,2022-03-13
SGD,0.172130277,5.809553204,2022-03-13
CHF,0.119389592,8.375939522,2022-03-13
MXN,2.671838565,0.37427411,2022-03-13
PHP,6.681771918,0.1496609,2022-03-13
PLN,0.559946105,1.785886161,2022-03-13
PEN,0.472745603,2.115302594,2022-03-13
USD,0.12772084,7.829575804,2022-03-14
EUR,0.116324268,8.596658432,2022-03-14
GBP,0.097847551,10.21997982,2022-03-14
INR,9.767820845,0.10237698,2022-03-14
AUD,0.176545049,5.664276654,2022-03-14
CAD,0.163053488,6.132956803,2022-03-14
SGD,0.174176036,5.741317946,2022-03-14
CHF,0.11952929,8.366150231,2022-03-14
MXN,2.668369717,0.374760661,2022-03-14
PHP,6.691082894,0.14945264,2022-03-14
PLN,0.549098398,1.821167215,2022-03-14
PEN,0.473148905,2.113499556,2022-03-14
USD,0.12776209,7.827047909,2022-03-15
EUR,0.116410643,8.590279858,2022-03-15
GBP,0.097760664,10.22906304,2022-03-15
INR,9.763685685,0.102420339,2022-03-15
AUD,0.177527941,5.632916125,2022-03-15
CAD,0.163595549,6.112635756,2022-03-15
SGD,0.174501109,5.730622621,2022-03-15
CHF,0.120275153,8.314269174,2022-03-15
MXN,2.66499485,0.375235247,2022-03-15
PHP,6.68472471,0.149594792,2022-03-15
PLN,0.550529199,1.816434083,2022-03-15
PEN,0.47587218,2.101404626,2022-03-15
USD,0.127876252,7.820060283,2022-03-16
EUR,0.116308413,8.597830296,2022-03-16
GBP,0.097639562,10.24175014,2022-03-16
INR,9.744395478,0.102623093,2022-03-16
AUD,0.176340156,5.670858088,2022-03-16
CAD,0.162911298,6.138309712,2022-03-16
SGD,0.17397708,5.747883567,2022-03-16
CHF,0.12039202,8.306198399,2022-03-16
MXN,2.649730741,0.377396837,2022-03-16
PHP,6.676176208,0.14978634,2022-03-16
PLN,0.544386261,1.836931002,2022-03-16
PEN,0.474968246,2.105403905,2022-03-16
USD,0.127930246,7.816759747,2022-03-17
EUR,0.115228994,8.678371338,2022-03-17
GBP,0.097304006,10.27706913,2022-03-17
INR,9.714896861,0.102934701,2022-03-17
AUD,0.173335147,5.769170414,2022-03-17
CAD,0.161789929,6.18085442,2022-03-17
SGD,0.173274669,5.771184024,2022-03-17
CHF,0.119703068,8.354004739,2022-03-17
MXN,2.630777827,0.380115717,2022-03-17
PHP,6.683282984,0.149627062,2022-03-17
PLN,0.538307381,1.857674696,2022-03-17
PEN,0.476534237,2.098485109,2022-03-17
USD,0.127824082,7.823251966,2022-03-18
EUR,0.115734414,8.640472288,2022-03-18
GBP,0.097066165,10.30225109,2022-03-18
INR,9.722869563,0.102850295,2022-03-18
AUD,0.172629765,5.7927438,2022-03-18
CAD,0.161528852,6.190844452,2022-03-18
SGD,0.17337137,5.767965048,2022-03-18
CHF,0.119415387,8.374130215,2022-03-18
MXN,2.609089837,0.383275419,2022-03-18
PHP,6.691811685,0.149436363,2022-03-18
PLN,0.545013713,1.83481622,2022-03-18
PEN,0.482456348,2.07272638,2022-03-18
USD,0.127797083,7.824904729,2022-03-19
EUR,0.115516089,8.656802778,2022-03-19
GBP,0.096960802,10.313446,2022-03-19
INR,9.716694878,0.102915653,2022-03-19
AUD,0.172198952,5.807236269,2022-03-19
CAD,0.161120332,6.206541313,2022-03-19
SGD,0.173256252,5.77179748,2022-03-19
CHF,0.119090757,8.396957273,2022-03-19
MXN,2.601612276,0.38437703,2022-03-19
PHP,6.69508366,0.149363331,2022-03-19
PLN,0.545157159,1.834333426,2022-03-19
PEN,0.481588385,2.076462038,2022-03-19
USD,0.127796346,7.824949843,2022-03-20
EUR,0.115527284,8.655963867,2022-03-20
GBP,0.096953448,10.31422832,2022-03-20
INR,9.708843301,0.102998881,2022-03-20
AUD,0.172230105,5.806185869,2022-03-20
CAD,0.161109637,6.206953329,2022-03-20
SGD,0.173312705,5.769917435,2022-03-20
CHF,0.11911833,8.395013611,2022-03-20
MXN,2.602251015,0.384282682,2022-03-20
PHP,6.686694919,0.149550714,2022-03-20
PLN,0.545297517,1.833861275,2022-03-20
PEN,0.483437847,2.068518232,2022-03-20
USD,0.127798492,7.82481846,2022-03-21
EUR,0.115716682,8.641796314,2022-03-21
GBP,0.096798425,10.3307466,2022-03-21
INR,9.741242759,0.102656306,2022-03-21
AUD,0.172377731,5.80121339,2022-03-21
CAD,0.160758595,6.220507199,2022-03-21
SGD,0.173177387,5.774425961,2022-03-21
CHF,0.118951484,8.406788779,2022-03-21
MXN,2.593623705,0.385560942,2022-03-21
PHP,6.693105,0.149407487,2022-03-21
PLN,0.543171562,1.841038946,2022-03-21
PEN,0.484073644,2.065801378,2022-03-21
USD,0.1277655,7.826839017,2022-03-22
EUR,0.115926979,8.626119731,2022-03-22
GBP,0.096357398,10.37803033,2022-03-22
INR,9.722453115,0.1028547,2022-03-22
AUD,0.171793574,5.820939488,2022-03-22
CAD,0.161068443,6.208540811,2022-03-22
SGD,0.173440354,5.76567089,2022-03-22
CHF,0.119146238,8.393047225,2022-03-22
MXN,2.589163196,0.386225172,2022-03-22
PHP,6.691774689,0.149437189,2022-03-22
PLN,0.542356694,1.843805031,2022-03-22
PEN,0.481361422,2.077441098,2022-03-22
USD,0.127797808,7.824860321,2022-03-23
EUR,0.116177697,8.607504074,2022-03-23
GBP,0.096748154,10.33611449,2022-03-23
INR,9.772736791,0.102325482,2022-03-23
AUD,0.17047252,5.866048098,2022-03-23
CAD,0.160458742,6.232131622,2022-03-23
SGD,0.173486357,5.764142029,2022-03-23
CHF,0.119118309,8.395015111,2022-03-23
MXN,2.577018967,0.388045262,2022-03-23
PHP,6.697821839,0.149302269,2022-03-23
PLN,0.546958773,1.828291362,2022-03-23
PEN,0.482252863,2.07360096,2022-03-23
USD,0.127811065,7.824048716,2022-03-24
EUR,0.116120743,8.611725822,2022-03-24
GBP,0.096942334,10.31541079,2022-03-24
INR,9.742096381,0.102647311,2022-03-24
AUD,0.170187685,5.875865796,2022-03-24
CAD,0.160140284,6.244524955,2022-03-24
SGD,0.173500992,5.76365581,2022-03-24
CHF,0.118961792,8.406060316,2022-03-24
MXN,2.572299431,0.388757229,2022-03-24
PHP,6.682237068,0.149650482,2022-03-24
PLN,0.549726929,1.81908498,2022-03-24
PEN,0.480053787,2.083099911,2022-03-24
USD,0.127750193,7.827776845,2022-03-25
EUR,0.116193719,8.606317205,2022-03-25
GBP,0.096808201,10.32970334,2022-03-25
INR,9.742865973,0.102639203,2022-03-25
AUD,0.170183824,5.875999121,2022-03-25
CAD,0.159773791,6.258848807,2022-03-25
SGD,0.17341389,5.766550766,2022-03-25
CHF,0.118831549,8.415273653,2022-03-25
MXN,2.546979055,0.392621996,2022-03-25
PHP,6.661367103,0.150119335,2022-03-25
PLN,0.549067505,1.821269681,2022-03-25
PEN,0.47723937,2.095384546,2022-03-25
USD,0.127729639,7.82903646,2022-03-26
EUR,0.116319366,8.597020747,2022-03-26
GBP,0.096830435,10.32733147,2022-03-26
INR,9.742277726,0.102645401,2022-03-26
AUD,0.170028302,5.881373787,2022-03-26
CAD,0.159438636,6.272005478,2022-03-26
SGD,0.173454329,5.765206368,2022-03-26
CHF,0.118809824,8.416812371,2022-03-26
MXN,2.559056981,0.390768946,2022-03-26
PHP,6.65912627,0.150169851,2022-03-26
PLN,0.544099451,1.8378993,2022-03-26
PEN,0.477350297,2.094897616,2022-03-26
USD,0.127737654,7.82854523,2022-03-27
EUR,0.116773178,8.563610368,2022-03-27
GBP,0.096840853,10.32622045,2022-03-27
INR,9.743338251,0.102634228,2022-03-27
AUD,0.170703206,5.858120779,2022-03-27
CAD,0.159528451,6.268474319,2022-03-27
SGD,0.173462538,5.764933536,2022-03-27
CHF,0.118707267,8.424084118,2022-03-27
MXN,2.559297186,0.39073227,2022-03-27
PHP,6.659238651,0.150167317,2022-03-27
PLN,0.54399058,1.838267127,2022-03-27
PEN,0.47739673,2.094693863,2022-03-27
USD,0.127716387,7.829848825,2022-03-28
EUR,0.11637076,8.593223952,2022-03-28
GBP,0.097561939,10.24989876,2022-03-28
INR,9.719188008,0.102889254,2022-03-28
AUD,0.170629987,5.860634574,2022-03-28
CAD,0.160294456,6.238518948,2022-03-28
SGD,0.17385334,5.751974612,2022-03-28
CHF,0.119346085,8.37899292,2022-03-28
MXN,2.571956623,0.388809046,2022-03-28
PHP,6.648066146,0.150419683,2022-03-28
PLN,0.547378032,1.826890999,2022-03-28
PEN,0.476375209,2.099185644,2022-03-28
USD,0.127755326,7.827462342,2022-03-29
EUR,0.115011127,8.69481091,2022-03-29
GBP,0.097297163,10.27779201,2022-03-29
INR,9.658857568,0.103531913,2022-03-29
AUD,0.170212715,5.875001753,2022-03-29
CAD,0.159865736,6.255249108,2022-03-29
SGD,0.173147908,5.775409077,2022-03-29
CHF,0.118826211,8.415651628,2022-03-29
MXN,2.556540999,0.391153516,2022-03-29
PHP,6.638464222,0.150637251,2022-03-29
PLN,0.53614885,1.865153679,2022-03-29
PEN,0.475082605,2.104897106,2022-03-29
USD,0.127758021,7.8272972,2022-03-30
EUR,0.114439778,8.738220414,2022-03-30
GBP,0.097152623,10.29308292,2022-03-30
INR,9.681676819,0.103287893,2022-03-30
AUD,0.170180826,5.876102619,2022-03-30
CAD,0.159697713,6.261830418,2022-03-30
SGD,0.172863153,5.784922818,2022-03-30
CHF,0.117973938,8.476448386,2022-03-30
MXN,2.533809618,0.394662643,2022-03-30
PHP,6.638552454,0.150635249,2022-03-30
PLN,0.531114421,1.882833453,2022-03-30
PEN,0.47689031,2.096918263,2022-03-30
USD,0.128,7.832,2022-03-31
EUR,0.115,8.691,2022-03-31
GBP,0.097,10.302,2022-03-31
INR,9.691,0.103,2022-03-31
AUD,0.17,5.872,2022-03-31
CAD,0.159,6.275,2022-03-31
SGD,0.173,5.785,2022-03-31
CHF,0.118,8.503,2022-03-31
MXN,2.543,0.393,2022-03-31
PHP,6.612,0.151,2022-03-31
PLN,0.534,1.871,2022-03-31
PEN,0.474,2.109,2022-03-31
USD,0.127640296,7.834516463,2022-04-01
EUR,0.11557968,8.652039878,2022-04-01
GBP,0.09734963,10.27225274,2022-04-01
INR,9.699532164,0.103097756,2022-04-01
AUD,0.170341972,5.870543757,2022-04-01
CAD,0.159644363,6.263923026,2022-04-01
SGD,0.17318833,5.774061107,2022-04-01
CHF,0.118154697,8.463480743,2022-04-01
MXN,2.532320622,0.394894703,2022-04-01
PHP,6.586109907,0.151834697,2022-04-01
PLN,0.536820202,1.862821102,2022-04-01
PEN,0.469575246,2.129584149,2022-04-01
USD,0.127652729,7.833753403,2022-04-02
EUR,0.115537278,8.655215163,2022-04-02
GBP,0.097333533,10.27395149,2022-04-02
INR,9.69878573,0.103105691,2022-04-02
AUD,0.170379166,5.869262211,2022-04-02
CAD,0.159795667,6.257991976,2022-04-02
SGD,0.173179834,5.774344383,2022-04-02
CHF,0.118198409,8.460350744,2022-04-02
MXN,2.534775103,0.394512317,2022-04-02
PHP,6.586896033,0.151816576,2022-04-02
PLN,0.535982769,1.865731619,2022-04-02
PEN,0.46592808,2.146253989,2022-04-02
USD,0.127651279,7.833842393,2022-04-03
EUR,0.115572571,8.652572061,2022-04-03
GBP,0.097333346,10.27397124,2022-04-03
INR,9.698871141,0.103104783,2022-04-03
AUD,0.170196683,5.875555157,2022-04-03
CAD,0.159806937,6.257550619,2022-04-03
SGD,0.173184409,5.774191845,2022-04-03
CHF,0.118166477,8.462636965,2022-04-03
MXN,2.534231658,0.394596917,2022-04-03
PHP,6.582481623,0.151918388,2022-04-03
PLN,0.535665462,1.866836805,2022-04-03
PEN,0.464574729,2.152506233,2022-04-03
USD,0.127645959,7.834168872,2022-04-04
EUR,0.116118385,8.61190069,2022-04-04
GBP,0.097328223,10.27451202,2022-04-04
INR,9.630601923,0.10383567,2022-04-04
AUD,0.169141099,5.912223626,2022-04-04
CAD,0.159459437,6.271187305,2022-04-04
SGD,0.173158141,5.775067777,2022-04-04
CHF,0.118163185,8.462872786,2022-04-04
MXN,2.520635663,0.396725324,2022-04-04
PHP,6.554369082,0.152569986,2022-04-04
PLN,0.536302526,1.864619225,2022-04-04
PEN,0.462601813,2.161686295,2022-04-04
USD,0.127632643,7.834986222,2022-04-05
EUR,0.116848221,8.55811063,2022-04-05
GBP,0.097411294,10.26575007,2022-04-05
INR,9.617450706,0.103977658,2022-04-05
AUD,0.168017439,5.951763127,2022-04-05
CAD,0.158928485,6.292138245,2022-04-05
SGD,0.173380441,5.767663259,2022-04-05
CHF,0.11858356,8.432872157,2022-04-05
MXN,2.544012892,0.393079769,2022-04-05
PHP,6.543493705,0.15282356,2022-04-05
PLN,0.54217871,1.844410305,2022-04-05
PEN,0.46943854,2.130204306,2022-04-05
USD,0.127583433,7.838008246,2022-04-06
EUR,0.116929761,8.552142715,2022-04-06
GBP,0.097531736,10.25307289,2022-04-06
INR,9.687516126,0.103225635,2022-04-06
AUD,0.169150984,5.911878108,2022-04-06
CAD,0.159493949,6.269830347,2022-04-06
SGD,0.173417298,5.766437444,2022-04-06
CHF,0.118977656,8.404939461,2022-04-06
MXN,2.55796976,0.390935036,2022-04-06
PHP,6.555579346,0.152541819,2022-04-06
PLN,0.54342048,1.840195644,2022-04-06
PEN,0.471592419,2.120475141,2022-04-06
USD,0.127592374,7.837458986,2022-04-07
EUR,0.117081047,8.541092087,2022-04-07
GBP,0.097700898,10.23532044,2022-04-07
INR,9.686904,0.103232158,2022-04-07
AUD,0.170777056,5.85558753,2022-04-07
CAD,0.160692699,6.223058103,2022-04-07
SGD,0.17368284,5.757621188,2022-04-07
CHF,0.119086852,8.397232613,2022-04-07
MXN,2.572797448,0.388681978,2022-04-07
PHP,6.561379807,0.152406968,2022-04-07
PLN,0.543552102,1.839750037,2022-04-07
PEN,0.473851716,2.110364838,2022-04-07
USD,0.127564005,7.839201965,2022-04-08
EUR,0.117310207,8.524407405,2022-04-08
GBP,0.097905257,10.2139561,2022-04-08
INR,9.685995094,0.103241845,2022-04-08
AUD,0.171037002,5.846688085,2022-04-08
CAD,0.160466869,6.231815976,2022-04-08
SGD,0.173893973,5.750630596,2022-04-08
CHF,0.119076576,8.397957328,2022-04-08
MXN,2.561654008,0.390372781,2022-04-08
PHP,6.581386198,0.151943674,2022-04-08
PLN,0.543830561,1.838808027,2022-04-08
PEN,0.474128935,2.109130927,2022-04-08
USD,0.127562753,7.839278912,2022-04-09
EUR,0.117297581,8.525324968,2022-04-09
GBP,0.097858927,10.21879177,2022-04-09
INR,9.687370465,0.103227187,2022-04-09
AUD,0.171198285,5.841180018,2022-04-09
CAD,0.160338784,6.23679423,2022-04-09
SGD,0.173957089,5.748544107,2022-04-09
CHF,0.119186959,8.390179699,2022-04-09
MXN,2.557298579,0.39103764,2022-04-09
PHP,6.58439283,0.151874292,2022-04-09
PLN,0.543765524,1.839027957,2022-04-09
PEN,0.473551589,2.111702342,2022-04-09
USD,0.12756288,7.839271098,2022-04-10
EUR,0.117283885,8.526320527,2022-04-10
GBP,0.097869097,10.21772991,2022-04-10
INR,9.686714465,0.103234177,2022-04-10
AUD,0.171127424,5.843598732,2022-04-10
CAD,0.160397179,6.234523618,2022-04-10
SGD,0.173932355,5.749361572,2022-04-10
CHF,0.119242872,8.386245529,2022-04-10
MXN,2.557463604,0.391012407,2022-04-10
PHP,6.581555342,0.151939769,2022-04-10
PLN,0.543164799,1.841061869,2022-04-10
PEN,0.473555575,2.111684568,2022-04-10
USD,0.127585208,7.837899174,2022-04-11
EUR,0.117319712,8.523716776,2022-04-11
GBP,0.09789186,10.21535394,2022-04-11
INR,9.682223758,0.103282058,2022-04-11
AUD,0.17188983,5.817679836,2022-04-11
CAD,0.161022052,6.210329493,2022-04-11
SGD,0.174227257,5.739630042,2022-04-11
CHF,0.118767771,8.419792613,2022-04-11
MXN,2.55373014,0.391584054,2022-04-11
PHP,6.644384293,0.150503035,2022-04-11
PLN,0.546095775,1.83118062,2022-04-11
PEN,0.473448954,2.112160121,2022-04-11
USD,0.12759643,7.837209872,2022-04-12
EUR,0.117552744,8.506819718,2022-04-12
GBP,0.097904805,10.21400333,2022-04-12
INR,9.705530302,0.10303404,2022-04-12
AUD,0.170455362,5.866638577,2022-04-12
CAD,0.160846787,6.217096529,2022-04-12
SGD,0.173814641,5.753255259,2022-04-12
CHF,0.118667618,8.426898708,2022-04-12
MXN,2.53180063,0.394975808,2022-04-12
PHP,6.641402574,0.150570604,2022-04-12
PLN,0.545147982,1.834364306,2022-04-12
PEN,0.474061778,2.10942971,2022-04-12
USD,0.127562849,7.839273012,2022-04-13
