Currency,Units per HKD,HKD per unit,Date
EUR,0.117451878,8.514125256,2022-04-13
GBP,0.097695834,10.23585101,2022-04-13
INR,9.714604283,0.102937801,2022-04-13
AUD,0.171881549,5.817960147,2022-04-13
CAD,0.160870109,6.216195188,2022-04-13
SGD,0.173972751,5.748026602,2022-04-13
CHF,0.119127473,8.394369251,2022-04-13
MXN,2.526863086,0.395747599,2022-04-13
PHP,6.649243805,0.150393042,2022-04-13
PLN,0.545155383,1.834339402,2022-04-13
PEN,0.477088771,2.096045978,2022-04-13
USD,0.127508559,7.842610784,2022-04-14
EUR,0.118113769,8.466413441,2022-04-14
GBP,0.097712656,10.23408877,2022-04-14
INR,9.723221938,0.102846567,2022-04-14
AUD,0.172236674,5.805964426,2022-04-14
CAD,0.161049823,6.209258602,2022-04-14
SGD,0.173154435,5.775191375,2022-04-14
CHF,0.120193174,8.319940028,2022-04-14
MXN,2.549517574,0.392231068,2022-04-14
PHP,6.659033956,0.150171933,2022-04-14
PLN,0.547675798,1.825897737,2022-04-14
PEN,0.476039837,2.10066453,2022-04-14
USD,0.127485971,7.844000311,2022-04-15
EUR,0.117948032,8.478310201,2022-04-15
GBP,0.097607973,10.24506476,2022-04-15
INR,9.730102675,0.102773838,2022-04-15
AUD,0.172369249,5.801498866,2022-04-15
CAD,0.160806223,6.21866479,2022-04-15
SGD,0.173083628,5.777553963,2022-04-15
CHF,0.120211863,8.31864656,2022-04-15
MXN,2.544898374,0.392942999,2022-04-15
PHP,6.64816336,0.150417483,2022-04-15
PLN,0.546324986,1.830412349,2022-04-15
PEN,0.475830303,2.101589565,2022-04-15
USD,0.127488969,7.843815868,2022-04-16
EUR,0.117908428,8.481157953,2022-04-16
GBP,0.097604902,10.24538711,2022-04-16
INR,9.733163195,0.102741522,2022-04-16
AUD,0.172393126,5.800695317,2022-04-16
CAD,0.160798141,6.218977381,2022-04-16
SGD,0.172944266,5.782209644,2022-04-16
CHF,0.120240236,8.316683596,2022-04-16
MXN,2.544001896,0.393081468,2022-04-16
PHP,6.651096825,0.150351142,2022-04-16
PLN,0.545056293,1.834672883,2022-04-16
PEN,0.475455012,2.103248415,2022-04-16
USD,0.127479699,7.84438624,2022-04-17
EUR,0.117899682,8.481787088,2022-04-17
GBP,0.097597478,10.24616643,2022-04-17
INR,9.732550381,0.102747991,2022-04-17
AUD,0.172377993,5.801204557,2022-04-17
CAD,0.160782679,6.219575438,2022-04-17
SGD,0.17292276,5.782928757,2022-04-17
CHF,0.120229718,8.317411184,2022-04-17
MXN,2.543988741,0.393083501,2022-04-17
PHP,6.650739448,0.150359221,2022-04-17
PLN,0.54497398,1.834949993,2022-04-17
PEN,0.475407887,2.103456899,2022-04-17
USD,0.127505871,7.84277613,2022-04-18
EUR,0.118231816,8.457960251,2022-04-18
GBP,0.097945779,10.20973038,2022-04-18
INR,9.753079162,0.102531722,2022-04-18
AUD,0.173435446,5.765834042,2022-04-18
CAD,0.160929065,6.213917922,2022-04-18
SGD,0.173637315,5.75913074,2022-04-18
CHF,0.120400989,8.305579635,2022-04-18
MXN,2.542141067,0.393369201,2022-04-18
PHP,6.664096891,0.150057842,2022-04-18
PLN,0.54651062,1.829790608,2022-04-18
PEN,0.476253148,2.099723652,2022-04-18
USD,0.127525047,7.84159679,2022-04-19
EUR,0.118182352,8.461500273,2022-04-19
GBP,0.098026043,10.2013707,2022-04-19
INR,9.744250297,0.102624622,2022-04-19
AUD,0.173016458,5.779796962,2022-04-19
CAD,0.160946097,6.213260332,2022-04-19
SGD,0.174362971,5.735162647,2022-04-19
CHF,0.120925765,8.26953624,2022-04-19
MXN,2.557713935,0.390974138,2022-04-19
PHP,6.69862836,0.149284293,2022-04-19
PLN,0.549053009,1.821317768,2022-04-19
PEN,0.476230934,2.099821595,2022-04-19
USD,0.127489224,7.843800176,2022-04-20
EUR,0.117412947,8.516948316,2022-04-20
GBP,0.09764395,10.24128994,2022-04-20
INR,9.723900347,0.102839392,2022-04-20
AUD,0.171024892,5.847102075,2022-04-20
CAD,0.159251899,6.279359986,2022-04-20
SGD,0.173814355,5.753264735,2022-04-20
CHF,0.120712304,8.284159669,2022-04-20
MXN,2.549682076,0.392205761,2022-04-20
PHP,6.68494278,0.149589912,2022-04-20
PLN,0.544442322,1.836741854,2022-04-20
PEN,0.472263677,2.117461172,2022-04-20
USD,0.127476944,7.844555795,2022-04-21
EUR,0.117603762,8.503129321,2022-04-21
GBP,0.097752413,10.22992655,2022-04-21
INR,9.717279757,0.102909459,2022-04-21
AUD,0.172868894,5.7847307,2022-04-21
CAD,0.159663411,6.263175712,2022-04-21
SGD,0.173784671,5.754247464,2022-04-21
CHF,0.121578705,8.225124633,2022-04-21
MXN,2.572073349,0.388791401,2022-04-21
PHP,6.679575324,0.149710117,2022-04-21
PLN,0.544842759,1.835391924,2022-04-21
PEN,0.47547825,2.103145624,2022-04-21
USD,0.127448103,7.846331002,2022-04-22
EUR,0.118131657,8.465131376,2022-04-22
GBP,0.099200489,10.08059544,2022-04-22
INR,9.752501968,0.10253779,2022-04-22
AUD,0.175665186,5.692647602,2022-04-22
CAD,0.162097916,6.169110787,2022-04-22
SGD,0.174684567,5.724604164,2022-04-22
CHF,0.122184649,8.18433421,2022-04-22
MXN,2.588839333,0.386273488,2022-04-22
PHP,6.683146185,0.149630125,2022-04-22
PLN,0.54901438,1.821445916,2022-04-22
PEN,0.478286325,2.09079781,2022-04-22
USD,0.127445006,7.846521637,2022-04-23
EUR,0.118010594,8.473815519,2022-04-23
GBP,0.099248121,10.07575751,2022-04-23
INR,9.750597493,0.102557818,2022-04-23
AUD,0.175941154,5.683718554,2022-04-23
CAD,0.162156705,6.166874204,2022-04-23
SGD,0.174735735,5.722927817,2022-04-23
CHF,0.122045915,8.193637619,2022-04-23
MXN,2.579304634,0.387701393,2022-04-23
PHP,6.672419838,0.149870665,2022-04-23
PLN,0.549006168,1.821473161,2022-04-23
PEN,0.479970575,2.083461054,2022-04-23
USD,0.127443177,7.846634273,2022-04-24
EUR,0.118007893,8.474009444,2022-04-24
GBP,0.099229041,10.07769494,2022-04-24
INR,9.745879681,0.102607464,2022-04-24
AUD,0.176013888,5.681369862,2022-04-24
CAD,0.162059805,6.170561522,2022-04-24
SGD,0.174738539,5.722835994,2022-04-24
CHF,0.121974629,8.198426272,2022-04-24
MXN,2.580427352,0.387532708,2022-04-24
PHP,6.672344988,0.149872347,2022-04-24
PLN,0.54920214,1.820823203,2022-04-24
PEN,0.479998346,2.083340514,2022-04-24
USD,0.127427566,7.847595534,2022-04-25
EUR,0.119030669,8.401196198,2022-04-25
GBP,0.100306703,9.969423462,2022-04-25
INR,9.77637982,0.102287352,2022-04-25
AUD,0.178280362,5.60914275,2022-04-25
CAD,0.162796337,6.142644368,2022-04-25
SGD,0.175318649,5.703899761,2022-04-25
CHF,0.122114086,8.189063458,2022-04-25
MXN,2.584346155,0.386945069,2022-04-25
PHP,6.674747511,0.149818401,2022-04-25
PLN,0.554325367,1.803994655,2022-04-25
PEN,0.480259073,2.082209492,2022-04-25
USD,0.127455993,7.845845297,2022-04-26
EUR,0.119583724,8.362341987,2022-04-26
GBP,0.101033028,9.897753407,2022-04-26
INR,9.770668399,0.102347143,2022-04-26
AUD,0.178387434,5.605776022,2022-04-26
CAD,0.163112377,6.130742618,2022-04-26
SGD,0.175568152,5.695793837,2022-04-26
CHF,0.12249328,8.163713126,2022-04-26
MXN,2.602164529,0.384295454,2022-04-26
PHP,6.663257671,0.150076742,2022-04-26
PLN,0.56289412,1.776533036,2022-04-26
PEN,0.486034345,2.05746777,2022-04-26
USD,0.12744062,7.846791735,2022-04-27
EUR,0.120856299,8.274289423,2022-04-27
GBP,0.101598334,9.84268105,2022-04-27
INR,9.759301164,0.102466353,2022-04-27
AUD,0.178908048,5.589463475,2022-04-27
CAD,0.163529697,6.115097251,2022-04-27
SGD,0.175978835,5.682501524,2022-04-27
CHF,0.123560696,8.093188448,2022-04-27
MXN,2.607769664,0.38346945,2022-04-27
PHP,6.641467712,0.150569128,2022-04-27
PLN,0.568528163,1.758927815,2022-04-27
PEN,0.487529839,2.051156503,2022-04-27
USD,0.127447128,7.846391004,2022-04-28
EUR,0.121399969,8.237234367,2022-04-28
GBP,0.102467354,9.759205826,2022-04-28
INR,9.770098668,0.102353112,2022-04-28
AUD,0.180142048,5.551174809,2022-04-28
CAD,0.163531508,6.115029517,2022-04-28
SGD,0.176920286,5.652263083,2022-04-28
CHF,0.123945213,8.068080836,2022-04-28
MXN,2.62175508,0.381423882,2022-04-28
PHP,6.666702304,0.149999198,2022-04-28
PLN,0.569349337,1.756390909,2022-04-28
PEN,0.490753713,2.037681987,2022-04-28
USD,0.127442318,7.846687172,2022-04-29
EUR,0.120883289,8.272442018,2022-04-29
GBP,0.101409762,9.860983607,2022-04-29
INR,9.750628324,0.102557493,2022-04-29
AUD,0.179395885,5.574263857,2022-04-29
CAD,0.163166061,6.128725498,2022-04-29
SGD,0.176089447,5.678932029,2022-04-29
CHF,0.123869472,8.073014116,2022-04-29
MXN,2.593412612,0.385592326,2022-04-29
PHP,6.673054895,0.149856402,2022-04-29
PLN,0.564747858,1.770701714,2022-04-29
PEN,0.489359514,2.043487399,2022-04-29
USD,0.127,7.847,2022-04-30
EUR,0.121,8.274,2022-04-30
GBP,0.101,9.868,2022-04-30
INR,9.753,0.103,2022-04-30
AUD,0.18,5.541,2022-04-30
CAD,0.164,6.103,2022-04-30
SGD,0.176,5.673,2022-04-30
CHF,0.124,8.061,2022-04-30
MXN,2.604,0.384,2022-04-30
PHP,6.667,0.15,2022-04-30
PLN,0.564,1.772,2022-04-30
PEN,0.489,2.045,2022-04-30
USD,0.127437552,7.846980644,2022-05-01
EUR,0.120836766,8.275626976,2022-05-01
GBP,0.101336288,9.868133279,2022-05-01
INR,9.749867576,0.102565496,2022-05-01
AUD,0.180434498,5.542177402,2022-05-01
CAD,0.163878017,6.102099699,2022-05-01
SGD,0.176275675,5.672932469,2022-05-01
CHF,0.12405882,8.060692515,2022-05-01
MXN,2.602945085,0.384180214,2022-05-01
PHP,6.669084418,0.14994562,2022-05-01
PLN,0.564628301,1.771076652,2022-05-01
PEN,0.489000651,2.044987055,2022-05-01
USD,0.127422533,7.847905497,2022-05-02
EUR,0.121147428,8.254405564,2022-05-02
GBP,0.101774153,9.825677404,2022-05-02
INR,9.747258677,0.102592948,2022-05-02
AUD,0.180559936,5.538327186,2022-05-02
CAD,0.16416249,6.091525544,2022-05-02
SGD,0.176586944,5.662932829,2022-05-02
CHF,0.124522259,8.030692751,2022-05-02
MXN,2.602596394,0.384231686,2022-05-02
PHP,6.695147826,0.1493619,2022-05-02
PLN,0.569279528,1.756606291,2022-05-02
PEN,0.490077507,2.040493565,2022-05-02
USD,0.127423085,7.847871538,2022-05-03
EUR,0.120978394,8.265938776,2022-05-03
GBP,0.101830308,9.820258987,2022-05-03
INR,9.748167287,0.102583385,2022-05-03
AUD,0.179459224,5.57229646,2022-05-03
CAD,0.163578306,6.113280067,2022-05-03
SGD,0.176323061,5.671407881,2022-05-03
CHF,0.124669444,8.021211707,2022-05-03
MXN,2.592201113,0.385772537,2022-05-03
PHP,6.690603936,0.149463338,2022-05-03
PLN,0.56738656,1.762466844,2022-05-03
PEN,0.486661494,2.054816363,2022-05-03
USD,0.127411512,7.848584361,2022-05-04
EUR,0.120890446,8.27195227,2022-05-04
GBP,0.102037696,9.80029969,2022-05-04
INR,9.714671782,0.102937086,2022-05-04
AUD,0.178359797,5.606644628,2022-05-04
CAD,0.163344096,6.122045583,2022-05-04
SGD,0.176037679,5.680602041,2022-05-04
CHF,0.125262499,7.983235286,2022-05-04
MXN,2.577612833,0.387955859,2022-05-04
PHP,6.679837065,0.14970425,2022-05-04
PLN,0.565402538,1.768651418,2022-05-04
PEN,0.484649515,2.063346745,2022-05-04
USD,0.127396464,7.849511453,2022-05-05
EUR,0.121228853,8.248861322,2022-05-05
GBP,0.103296776,9.680844297,2022-05-05
INR,9.754312306,0.10251876,2022-05-05
AUD,0.179557025,5.569261364,2022-05-05
CAD,0.163636374,6.11111074,2022-05-05
SGD,0.176677138,5.660041882,2022-05-05
CHF,0.125801884,7.949006548,2022-05-05
MXN,2.586000738,0.386697492,2022-05-05
PHP,6.694978817,0.14936567,2022-05-05
PLN,0.568758748,1.758214716,2022-05-05
PEN,0.481699239,2.075984181,2022-05-05
USD,0.127400678,7.849251788,2022-05-06
EUR,0.120495945,8.299034452,2022-05-06
GBP,0.103183327,9.691488283,2022-05-06
INR,9.801980118,0.102020203,2022-05-06
AUD,0.179637066,5.566779842,2022-05-06
CAD,0.164221261,6.089345503,2022-05-06
SGD,0.176379965,5.669578185,2022-05-06
CHF,0.125561557,7.964221073,2022-05-06
MXN,2.56142072,0.390408336,2022-05-06
PHP,6.678186468,0.149741252,2022-05-06
PLN,0.56662045,1.764849821,2022-05-06
PEN,0.48550992,2.05969015,2022-05-06
USD,0.127390618,7.849871623,2022-05-07
EUR,0.120749717,8.281592901,2022-05-07
GBP,0.103254787,9.684780981,2022-05-07
INR,9.804869725,0.101990136,2022-05-07
AUD,0.1799407,5.557386397,2022-05-07
CAD,0.164452475,6.080784135,2022-05-07
SGD,0.176501276,5.665681413,2022-05-07
CHF,0.125993568,7.936913124,2022-05-07
MXN,2.569272164,0.389215286,2022-05-07
PHP,6.679235859,0.149717725,2022-05-07
PLN,0.569076836,1.757231952,2022-05-07
PEN,0.484776178,2.062807632,2022-05-07
USD,0.127390883,7.849855323,2022-05-08
EUR,0.120638532,8.28922554,2022-05-08
GBP,0.103249854,9.685243759,2022-05-08
INR,9.803714835,0.102002151,2022-05-08
AUD,0.180086636,5.552882879,2022-05-08
CAD,0.164184383,6.090713282,2022-05-08
SGD,0.176487942,5.666109477,2022-05-08
CHF,0.126001459,7.936416019,2022-05-08
MXN,2.571279283,0.388911468,2022-05-08
PHP,6.679921695,0.149702354,2022-05-08
PLN,0.569477463,1.755995742,2022-05-08
PEN,0.485167681,2.061143064,2022-05-08
USD,0.127389348,7.849949917,2022-05-09
EUR,0.12065378,8.288177989,2022-05-09
GBP,0.103256729,9.684598816,2022-05-09
INR,9.864353394,0.101375119,2022-05-09
AUD,0.182257048,5.486756269,2022-05-09
CAD,0.165170703,6.054342458,2022-05-09
SGD,0.177094436,5.646704798,2022-05-09
CHF,0.126458411,7.907738141,2022-05-09
MXN,2.586388579,0.386639505,2022-05-09
PHP,6.705154273,0.149139,2022-05-09
PLN,0.566238296,1.766040919,2022-05-09
PEN,0.488073907,2.048870028,2022-05-09
USD,0.127385628,7.85017915,2022-05-10
EUR,0.120968796,8.266594635,2022-05-10
GBP,0.103441021,9.667344664,2022-05-10
INR,9.850467339,0.101518026,2022-05-10
AUD,0.183970135,5.435664861,2022-05-10
CAD,0.166017998,6.023443331,2022-05-10
SGD,0.17718058,5.643959404,2022-05-10
CHF,0.126723892,7.891171748,2022-05-10
MXN,2.599872818,0.384634199,2022-05-10
PHP,6.674602978,0.149821645,2022-05-10
PLN,0.566012702,1.766744803,2022-05-10
PEN,0.4863083,2.056308724,2022-05-10
USD,0.127391243,7.84983316,2022-05-11
EUR,0.120929352,8.269291009,2022-05-11
GBP,0.103435532,9.667857642,2022-05-11
INR,9.843470495,0.101590186,2022-05-11
AUD,0.182242278,5.487200954,2022-05-11
CAD,0.164950073,6.062440493,2022-05-11
SGD,0.176737908,5.658095722,2022-05-11
CHF,0.126255289,7.920460238,2022-05-11
MXN,2.581494625,0.38737249,2022-05-11
PHP,6.63144327,0.150796736,2022-05-11
PLN,0.564546022,1.771334774,2022-05-11
PEN,0.480395554,2.081617931,2022-05-11
USD,0.127391463,7.84981955,2022-05-12
EUR,0.122671017,8.151884825,2022-05-12
GBP,0.104402204,9.578341822,2022-05-12
INR,9.861351835,0.101405975,2022-05-12
AUD,0.185937128,5.378162028,2022-05-12
CAD,0.166341484,6.011729468,2022-05-12
SGD,0.177927117,5.620278772,2022-05-12
CHF,0.127401575,7.849196538,2022-05-12
MXN,2.587408975,0.386487026,2022-05-12
PHP,6.675130456,0.149809806,2022-05-12
PLN,0.572084897,1.747992308,2022-05-12
PEN,0.484697417,2.06314283,2022-05-12
USD,0.127388334,7.850012406,2022-05-13
EUR,0.122362081,8.172466445,2022-05-13
GBP,0.104044698,9.611253772,2022-05-13
INR,9.864155509,0.101377153,2022-05-13
AUD,0.184101333,5.431791189,2022-05-13
CAD,0.164704762,6.071469871,2022-05-13
SGD,0.177477688,5.634511084,2022-05-13
CHF,0.127575833,7.838475189,2022-05-13
MXN,2.563764291,0.390051458,2022-05-13
PHP,6.669809211,0.149929326,2022-05-13
PLN,0.574513859,1.740602048,2022-05-13
PEN,0.481324222,2.077601655,2022-05-13
USD,0.127388547,7.849999275,2022-05-14
EUR,0.122345709,8.173560069,2022-05-14
GBP,0.103880382,9.626456714,2022-05-14
INR,9.86683523,0.10134962,2022-05-14
AUD,0.183605673,5.446454791,2022-05-14
CAD,0.16449101,6.079359587,2022-05-14
SGD,0.177334069,5.639074358,2022-05-14
CHF,0.127623267,7.835561812,2022-05-14
MXN,2.561145877,0.390450231,2022-05-14
PHP,6.682200764,0.149651295,2022-05-14
PLN,0.572850389,1.745656492,2022-05-14
PEN,0.48121796,2.078060427,2022-05-14
USD,0.127384153,7.85027002,2022-05-15
EUR,0.122272614,8.178446261,2022-05-15
GBP,0.103867178,9.627680425,2022-05-15
INR,9.871513671,0.101301587,2022-05-15
AUD,0.183403758,5.452450988,2022-05-15
CAD,0.164435453,6.081413616,2022-05-15
SGD,0.177223643,5.642587982,2022-05-15
CHF,0.127592793,7.837433234,2022-05-15
MXN,2.560979262,0.390475634,2022-05-15
PHP,6.673397965,0.149848699,2022-05-15
PLN,0.57268488,1.746160996,2022-05-15
PEN,0.481220575,2.078049134,2022-05-15
USD,0.127387643,7.850054979,2022-05-16
EUR,0.122268279,8.178736211,2022-05-16
GBP,0.10382344,9.631736311,2022-05-16
INR,9.916539074,0.100841634,2022-05-16
AUD,0.183477994,5.450244901,2022-05-16
CAD,0.164088226,6.094282488,2022-05-16
SGD,0.177580739,5.631241337,2022-05-16
CHF,0.127747493,7.827942282,2022-05-16
MXN,2.555333223,0.391338394,2022-05-16
PHP,6.69007848,0.149475078,2022-05-16
PLN,0.570057975,1.754207544,2022-05-16
PEN,0.481059724,2.078743967,2022-05-16
USD,0.127391711,7.849804291,2022-05-17
EUR,0.120937816,8.268712216,2022-05-17
GBP,0.102136627,9.790806982,2022-05-17
INR,9.870996071,0.101306899,2022-05-17
AUD,0.181655287,5.504931997,2022-05-17
CAD,0.163541405,6.114659454,2022-05-17
SGD,0.176474711,5.666534268,2022-05-17
CHF,0.126465454,7.907297749,2022-05-17
MXN,2.544559846,0.392995276,2022-05-17
PHP,6.674443358,0.149825228,2022-05-17
PLN,0.562641621,1.777330298,2022-05-17
PEN,0.479285986,2.08643697,2022-05-17
USD,0.127415649,7.84832955,2022-05-18
EUR,0.121357004,8.240150682,2022-05-18
GBP,0.102763385,9.731092448,2022-05-18
INR,9.903262695,0.100976823,2022-05-18
AUD,0.182007906,5.494266823,2022-05-18
CAD,0.163603922,6.112322892,2022-05-18
SGD,0.176755341,5.65753766,2022-05-18
CHF,0.126124122,7.928697429,2022-05-18
MXN,2.54656509,0.39268582,2022-05-18
PHP,6.673823019,0.149839155,2022-05-18
PLN,0.56362948,1.774215218,2022-05-18
PEN,0.47979807,2.084210136,2022-05-18
USD,0.127430836,7.847394178,2022-05-19
EUR,0.120390258,8.306319969,2022-05-19
GBP,0.10190443,9.813116106,2022-05-19
INR,9.871982664,0.101296774,2022-05-19
AUD,0.180584352,5.537578376,2022-05-19
CAD,0.163389637,6.120339209,2022-05-19
SGD,0.175783607,5.688812625,2022-05-19
CHF,0.123997224,8.064696666,2022-05-19
MXN,2.539327276,0.393805088,2022-05-19
PHP,6.653004337,0.150308034,2022-05-19
PLN,0.560327204,1.784671515,2022-05-19
PEN,0.478425861,2.090188013,2022-05-19
USD,0.12741245,7.848526553,2022-05-20
EUR,0.120628141,8.289939584,2022-05-20
GBP,0.101982427,9.805610909,2022-05-20
INR,9.913955966,0.100867908,2022-05-20
AUD,0.181193012,5.518976645,2022-05-20
CAD,0.163529001,6.11512329,2022-05-20
SGD,0.175863604,5.686224876,2022-05-20
CHF,0.124202568,8.051363303,2022-05-20
MXN,2.531160644,0.395075675,2022-05-20
PHP,6.659759814,0.150155565,2022-05-20
PLN,0.558258586,1.791284586,2022-05-20
PEN,0.475419075,2.1034074,2022-05-20
USD,0.127425662,7.847712817,2022-05-21
EUR,0.120646921,8.288649176,2022-05-21
GBP,0.102008583,9.803096621,2022-05-21
INR,9.922751774,0.100778496,2022-05-21
AUD,0.181082879,5.522333237,2022-05-21
CAD,0.163453747,6.117938672,2022-05-21
SGD,0.175858295,5.686396539,2022-05-21
CHF,0.124196163,8.051778521,2022-05-21
MXN,2.530866605,0.395121575,2022-05-21
PHP,6.654637893,0.150271137,2022-05-21
PLN,0.558256119,1.791292501,2022-05-21
PEN,0.475343564,2.103741538,2022-05-21
USD,0.127428246,7.847553692,2022-05-22
EUR,0.120692344,8.2855297,2022-05-22
GBP,0.102008355,9.803118581,2022-05-22
INR,9.919644723,0.100810062,2022-05-22
AUD,0.180992808,5.525081413,2022-05-22
CAD,0.163544939,6.114527317,2022-05-22
SGD,0.17580409,5.6881498,2022-05-22
CHF,0.12424694,8.048487933,2022-05-22
MXN,2.53045828,0.395185334,2022-05-22
PHP,6.654510745,0.150274008,2022-05-22
PLN,0.558507462,1.790486374,2022-05-22
PEN,0.475350823,2.103709413,2022-05-22
USD,0.12738997,7.849911575,2022-05-23
EUR,0.119377031,8.37682085,2022-05-23
GBP,0.101334049,9.868351334,2022-05-23
INR,9.874118493,0.101274863,2022-05-23
AUD,0.179391942,5.574386392,2022-05-23
CAD,0.162831868,6.141303977,2022-05-23
SGD,0.175022407,5.713554149,2022-05-23
CHF,0.123117306,8.122334991,2022-05-23
MXN,2.525315739,0.395990087,2022-05-23
PHP,6.65512861,0.150260056,2022-05-23
PLN,0.550467594,1.816637366,2022-05-23
PEN,0.473781428,2.110677923,2022-05-23
USD,0.127404288,7.849029409,2022-05-24
EUR,0.118603017,8.431488742,2022-05-24
GBP,0.101605969,9.841941425,2022-05-24
INR,9.876638328,0.101249025,2022-05-24
AUD,0.179941014,5.557376709,2022-05-24
CAD,0.163641383,6.110923662,2022-05-24
SGD,0.174741357,5.722743691,2022-05-24
CHF,0.122260057,8.179286192,2022-05-24
MXN,2.532806897,0.394818887,2022-05-24
PHP,6.666727883,0.149998623,2022-05-24
PLN,0.545917818,1.831777544,2022-05-24
PEN,0.474104101,2.109241407,2022-05-24
USD,0.127394455,7.849635229,2022-05-25
EUR,0.119503556,8.367951794,2022-05-25
GBP,0.101584657,9.84400623,2022-05-25
INR,9.884211022,0.101171454,2022-05-25
AUD,0.180264994,5.547388761,2022-05-25
CAD,0.1635431,6.114596104,2022-05-25
SGD,0.175398877,5.701290787,2022-05-25
CHF,0.122741266,8.147219219,2022-05-25
MXN,2.527262714,0.395685021,2022-05-25
PHP,6.671310027,0.149895597,2022-05-25
PLN,0.551050158,1.814716837,2022-05-25
PEN,0.470642486,2.124755052,2022-05-25
USD,0.127390087,7.84990434,2022-05-26
EUR,0.118780662,8.418878796,2022-05-26
GBP,0.101233735,9.878130052,2022-05-26
INR,9.895270183,0.101058383,2022-05-26
AUD,0.17998056,5.556155626,2022-05-26
CAD,0.162912947,6.138247581,2022-05-26
SGD,0.175040101,5.712976578,2022-05-26
CHF,0.122249354,8.180002321,2022-05-26
MXN,2.521932458,0.396521325,2022-05-26
PHP,6.666054327,0.150013779,2022-05-26
PLN,0.546735144,1.829039179,2022-05-26
PEN,0.467735368,2.137961054,2022-05-26
USD,0.127396191,7.849528228,2022-05-27
EUR,0.118997405,8.403544576,2022-05-27
GBP,0.101028048,9.898241283,2022-05-27
INR,9.886187293,0.10115123,2022-05-27
AUD,0.178115447,5.614336189,2022-05-27
CAD,0.162315609,6.160836933,2022-05-27
SGD,0.174449542,5.732316584,2022-05-27
CHF,0.122020018,8.195376572,2022-05-27
MXN,2.494704283,0.400849113,2022-05-27
PHP,6.650269545,0.150369845,2022-05-27
PLN,0.543483635,1.839981805,2022-05-27
PEN,0.466297695,2.14455274,2022-05-27
USD,0.127401034,7.849229882,2022-05-28
EUR,0.118674608,8.426402387,2022-05-28
GBP,0.100860972,9.914637752,2022-05-28
INR,9.886304522,0.10115003,2022-05-28
AUD,0.177857789,5.622469526,2022-05-28
CAD,0.162091152,6.169368217,2022-05-28
SGD,0.17472408,5.72330956,2022-05-28
CHF,0.12199387,8.197133189,2022-05-28
MXN,2.494650348,0.40085778,2022-05-28
PHP,6.666789522,0.149997236,2022-05-28
PLN,0.542561921,1.843107601,2022-05-28
PEN,0.467922231,2.137107265,2022-05-28
USD,0.127402959,7.849111247,2022-05-29
EUR,0.118688473,8.425418041,2022-05-29
GBP,0.100873261,9.91342986,2022-05-29
INR,9.892228985,0.101089451,2022-05-29
AUD,0.177930894,5.62015948,2022-05-29
CAD,0.162190285,6.165597395,2022-05-29
SGD,0.175088762,5.711388818,2022-05-29
CHF,0.121967454,8.198908531,2022-05-29
MXN,2.494698861,0.400849985,2022-05-29
PHP,6.666912943,0.149994459,2022-05-29
PLN,0.542611273,1.842939964,2022-05-29
PEN,0.467978779,2.136849031,2022-05-29
USD,0.12741244,7.848527212,2022-05-30
EUR,0.118223723,8.458539213,2022-05-30
GBP,0.100672736,9.933175934,2022-05-30
INR,9.881869777,0.101195424,2022-05-30
AUD,0.177031353,5.648716939,2022-05-30
CAD,0.161293928,6.199861418,2022-05-30
SGD,0.174126288,5.742958241,2022-05-30
CHF,0.1219959,8.196996767,2022-05-30
MXN,2.48419458,0.402544957,2022-05-30
PHP,6.671303353,0.149895747,2022-05-30
PLN,0.542255538,1.844148984,2022-05-30
PEN,0.468129142,2.136162675,2022-05-30
USD,0.127,7.847,2022-05-31
EUR,0.119,8.423,2022-05-31
GBP,0.101,9.893,2022-05-31
INR,9.893,0.101,2022-05-31
AUD,0.177,5.635,2022-05-31
CAD,0.161,6.199,2022-05-31
SGD,0.175,5.728,2022-05-31
CHF,0.122,8.179,2022-05-31
MXN,2.5,0.4,2022-05-31
PHP,6.667,0.15,2022-05-31
PLN,0.544,1.838,2022-05-31
PEN,0.47,2.129,2022-05-31
USD,0.127421198,7.847987714,2022-06-01
EUR,0.119730208,8.352111111,2022-06-01
GBP,0.10220051,9.784686939,2022-06-01
INR,9.888864382,0.101123846,2022-06-01
AUD,0.177919164,5.620530012,2022-06-01
CAD,0.161457071,6.19359682,2022-06-01
SGD,0.175254084,5.706001128,2022-06-01
CHF,0.122904972,8.136367352,2022-06-01
MXN,2.517394079,0.397236177,2022-06-01
PHP,6.689285647,0.149492794,2022-06-01
PLN,0.549878938,1.818582113,2022-06-01
PEN,0.474262803,2.108535591,2022-06-01
USD,0.127465887,7.845236252,2022-06-02
EUR,0.118746291,8.421315681,2022-06-02
GBP,0.101495751,9.852629178,2022-06-02
INR,9.867597772,0.101341788,2022-06-02
AUD,0.175752694,5.689813219,2022-06-02
CAD,0.160450828,6.232439028,2022-06-02
SGD,0.17483025,5.719833943,2022-06-02
CHF,0.122279202,8.178005594,2022-06-02
MXN,2.491970117,0.401288921,2022-06-02
PHP,6.728479538,0.148621987,2022-06-02
PLN,0.543072799,1.841373758,2022-06-02
PEN,0.473213254,2.113212152,2022-06-02
USD,0.127450644,7.846174567,2022-06-03
EUR,0.118966404,8.405734475,2022-06-03
GBP,0.101999939,9.803927444,2022-06-03
INR,9.899872989,0.101011397,2022-06-03
AUD,0.176787544,5.656507108,2022-06-03
